Club Name,Type,FB,IG,Website,Notes
United Afghan Club,Cultural,,https://www.instagram.com/ucla_uac/,https://uclafg.wixsite.com/uclauac,
Anakbayan at UCLA,Cultural,https://www.facebook.com/anakbayanucla,https://instagram.com/anakbayanucla/,n/a,
MEChA de UCLA Movimiento Estudiantil Chicana/o de Aztlan,Cultural,https://www.facebook.com/mechadeuclaztlan,https://www.instagram.com/mechadeucla/,https://www.mechadeucla.com/,
Hui O 'Imiloa (Hawaii Club at UCLA),"Cultural, Arts / Dance / Theater",https://m.facebook.com/HawaiiClubAtUcla/,https://instagram.com/hawaiiclub_ucla,hawaiiucla.com,"A ""home away from home"" for many UCLA Hawai?i students, Hui O ?Imiloa serves as a family for all and a bridge to our diverse cultural roots. Whether you are an incoming Bruin, a continuing student, or simply someone who is interested in learning more about the Hawaiian and local culture, Hui O ?Imiloa welcomes you to join the ?ohana!"
Naya Zamaana,"Cultural, Arts / Dance / Theater",https://www.facebook.com/nayazamaana,https://www.instagram.com/uclanayazamaana/,,
Chinese Cultural Dance Club at UCLA,"Cultural, Arts / Dance / Theater",https://www.facebook.com/CCDCUCLA/,https://www.instagram.com/ccdcbruins/,https://ccdcbruins.wordpress.com/,
ROOT{D Dance Co.,"Cultural, Arts / Dance / Theater",https://www.facebook.com/rooted.dance.co/,https://www.instagram.com/rooted.dance.co/,,
Bruin Bhangra,"Cultural, Arts / Dance / Theater",https://m.facebook.com/bruinbhangraucla/?locale2=en_US,https://www.instagram.com/bruinbhangra/?hl=en,https://www.bruinbhangra.com/,
Latinx Film and Theatre Association (Formerly Night of Cultura),"Cultural, Arts / Dance / Theater",,https://instagram.com/lftaucla?utm_medium=copy_link,https://youtube.com/channel/UCflfyQ8sV-6221x7xfkWMYg,We are the premier organization for Latinx students at UCLA who are interested in Filmmaking and Theatre Production. We put on annual events like our theatre showcase “Night of Cultura” as well as the Latinx Film Festival. In addition to these events we also produce a podcast and lots of content for our YouTube and Instagram !
Jewkbox,"Cultural, Arts / Dance / Theater",https://www.facebook.com/uclajewkbox,https://www.instagram.com/jewkboxnation/,https://jewkbox.weebly.com,
Giddhe Diyan Raniyan,"Cultural, Arts / Dance / Theater",https://m.facebook.com/gdrucla/,https://instagram.com/gdr_ucla?utm_medium=copy_link,,
"Lapu, the Coyote that Cares Theatre Company (LCC)","Cultural, Arts / Dance / Theater",https://www.facebook.com/lcctheatre,https://www.instagram.com/lcctheatre/,https://lcctheatre.com/,
SouLA A Cappella,"Cultural, Arts / Dance / Theater, Other (if other, provide more information in the question below)",https://www.facebook.com/soulaacappella/,https://www.instagram.com/soulaacappella/?hl=en,,We are the largest Chinese a cappella group at UCLA that focus on fusing western and eastern music styles. We truly hope that everyone listening to our music will get a more diverse mindset and be curious about world music and culture.
Nikkei Student Union (NSU),"Cultural, Other (if other, provide more information in the question below)",https://www.facebook.com/uclanikkei,https://www.instagram.com/ucla_nsu/,https://www.uclansu.com/,The mission of the UCLA Nikkei Student Union is to organize social and community service activities as well as to promote Japanese-American cultural and political awareness among the student body.
SACNAS at UCLA,"Cultural, Student Resources",https://www.facebook.com/572962059523947/,https://instagram.com/sacnas.ucla?utm_medium=copy_link,sacnas@ucla.edu,"SACNAS at UCLA is part of the SACNAS National Organization (sacnas.org). Both the National Organization and the Chapter are dedicated to fostering the success of Chicano/Latino, Native American and other scientists belonging to underrepresented groups from college students to professionals. Success being measured as the attainment of advanced science degrees, science careers, and positions of scientific leadership. While the National Organization focuses on the students and professionals currently in science academics and careers, the Chapter aims to increase the pool of students entering the science education and career pipeline. We do so through various outreach efforts that target grades K-12, undergraduates, graduates, and transfer students in the Los Angeles area. Our outreach efforts help a new generation of students begin to identify as scientists and bring awareness of and access to postsecondary and higher science education."
Pilipino Transfer Student Partnership,"Cultural, Student Resources",https://www.facebook.com/UCLA.PTSP,https://www.instagram.com/ptspatucla/?hl=en,https://ptspatucla.wixsite.com/ptsp,
La Gente Newsmagazine,"Cultural, Student Resources, Other (if other, provide more information in the question below)",https://www.facebook.com/pages/La-Gente-Newsmagazine/,https://www.instagram.com/lagentenewsmag/,Lagente.org,We’re a part of Student Media
Morning Sign Out at UCLA,Health / Wellness / Environment,https://m.facebook.com/msoatucla/,https://instagram.com/mso.ucla/,https://www.msoatucla.org/,
Community Outreach for Health Literacy at UCLA,Health / Wellness / Environment,,instagram.com/cohlbruins,cohlbruins.com,"Our club email is cohlbruins@gmail.com, so if any additional information or confirmations could be sent here that would be great, thanks!"
Student Stroke Team,Health / Wellness / Environment,https://www.facebook.com/studentstroketeamatucla/,https://www.instagram.com/uclastroketeam/,https://www.strokeprogram.org/,We are a student-run stroke clinical research organization at RRUMC.
Student Stroke Force,Health / Wellness / Environment,facebook.com/UCLAStrokeForce/,https://www.instagram.com/stroke.force/,https://www.strokeprogram.org/,
The Building Heroes Project at UCLA,Health / Wellness / Environment,https://www.facebook.com/BuildingHeroesProject/,https://www.instagram.com/buildingheroesproject.ucla/?hl=en,https://buildingtodayshero.wixsite.com/bhpucla,
Medical Experience through Service in Healthcare,Health / Wellness / Environment,https://www.facebook.com/UCLAMESH/,https://www.instagram.com/uclamesh/,https://www.uclamesh.com,
Flying Samaritans at UCLA,Health / Wellness / Environment,https://www.facebook.com/FSatUCLA/,https://www.instagram.com/flyingsamsatucla/?hl=en,http://www.flyingsamaritansatucla.org/,"Flying Samaritans at UCLA is a student-run organization dedicated to providing free health care services to underserved communities in Tijuana, Mexico. Our volunteers work alongside healthcare professionals within our clinic to give our patients access to free monthly health and dental checkups, prescription medications, and health education. We are social justice-oriented and welcome all UCLA student volunteers."
Phi Delta Epsilon - International Medical Fraternity,Health / Wellness / Environment,Facebook.com/uclaphide,Instagram.com/uclaphide,Uclaphide.org,
High-tech and Neurological-Disorders (HAND),Health / Wellness / Environment,https://m.facebook.com/handucla,https://www.instagram.com/handucla/,https://handucla.org/,
Universities Allied for Essential Medicines,Health / Wellness / Environment,https://m.facebook.com/UCLAUAEM/,https://www.instagram.com/uaem.ucla/,https://uaemucla.weebly.com/,
Leukemia and Lymphoma Society Club at UCLA,Health / Wellness / Environment,https://www.facebook.com/llsclubatucla/,https://www.instagram.com/llsclubatucla/,https://www.llsclubatucla.org/,Our organization can be contacted at llsatucla@gmail.com
Bruins for the Institute on Aging,Health / Wellness / Environment,https://www.facebook.com/pg/BruinsforIOA/posts/,https://www.instagram.com/bruinsforioa/,https://bruinsforioa.wordpress.com/,
Team HBV,Health / Wellness / Environment,https://www.facebook.com/groups/teamhbvucla/,https://www.instagram.com/teamhbv.ucla/,https://ucla51.wixsite.com/teamhbvatucla?fbclid=IwAR309S08Wbri9fkGSPYhvFNhlge-H1uX_JR0jZpSHaIIvGHJaohFRE3UubY,
